title,total_time,image,ingredients,rating_val,rating_count,category,cuisine,diet,vegan,vegetarian,url
Easiest ever banana cake,"Prep: less than 30 mins, Cook: 30 mins to 1 hour",https://ichef.bbci.co.uk/food/ic/food_16x9_1600/recipes/easiest_ever_banana_cake_42108_16x9.jpg,"3 very ripe medium bananas (around 225g/8oz peeled weight), 3 large free-range eggs, 100g/3½oz soft light brown sugar, 150ml/5fl oz sunflower or vegetable oil, 275g/9¾oz white self-raising flour, 1 tsp ground mixed spice, 1 tsp baking powder",4.45703125,512,Cakes and baking,British,http://schema.org/VegetarianDiet,False,True,https://www.bbc.co.uk/food/recipes/easiest_ever_banana_cake_42108
