title,total_time,image,ingredients,rating_val,rating_count,category,cuisine,diet,vegan,vegetarian,url
Tomato and basil soup,"Prep: less than 30 mins, Cook: 10 to 30 mins",https://ichef.bbci.co.uk/food/ic/food_16x9_1600/recipes/tomato_soup_56817_16x9.jpg,"1kg/2lb 4oz mixed ripe tomatoes, roughly chopped, 3 garlic cloves, roughly chopped, 1 handful fresh basil leaves, plus extra to serve, 1 tbsp tomato purée, 4 tbsp olive oil, plus extra to serve, 400-600ml/14-21fl oz hot vegetable stock, salt and freshly ground black pepper, 2-3 tbsp caster sugar, to taste, 150ml/5fl oz double cream, plus extra to serve, 1 ciabatta loaf, thickly sliced, to serve",4.729166666666667,48,Light meals & snacks,NaN,http://schema.org/VegetarianDiet,False,True,https://www.bbc.co.uk/food/recipes/tomato_soup_56817
