title,total_time,image,ingredients,rating_val,rating_count,category,cuisine,diet,vegan,vegetarian,url
Dijon mustard roast chicken and tarragon gravy,"Prep: overnight, Cook: 1 to 2 hours",https://ichef.bbci.co.uk/food/ic/food_16x9_1600/recipes/dijon_mustard_roast_23740_16x9.jpg,"1 large whole chicken (1.8–2 kg/4lb–4lb 8oz), 100g/3½oz Dijon mustard, plus 2 tsp for the gravy (about ½ a jar) , 1 tbsp olive oil, ½ lemon, 10g fresh thyme, 6 carrots, roughly chopped, 4–6 onions, roughly chopped, 4 celery stalks, roughly chopped, 1 head garlic, cloves separated and bruised (see Recipe Tips), 100ml/3½fl oz white wine, 200ml/7fl oz chicken stock (or water), 1 tbsp Worcestershire sauce, 1 tbsp soy sauce, 1 bunch tarragon (approx. 20g/⅔oz), chopped, 1 tbsp cold butter, cubed, ½ tsp sugar (optional), 1 tsp vinegar (optional), salt",4.428571428571429,7,Main course,British,NaN,NaN,NaN,https://www.bbc.co.uk/food/recipes/dijon_mustard_roast_23740
